savedItem,CreatedTime
https://www.linkedin.com/feed/update/urn:li:activity:6709122287326515200,2020-09-08 19:59:05
https://www.linkedin.com/feed/update/urn:li:activity:6671301251398942720,2020-05-31 18:49:59
https://www.linkedin.com/feed/update/urn:li:activity:6653922939832016896,2020-04-13 05:56:02
https://www.linkedin.com/feed/update/urn:li:activity:6650485489994383362,2020-04-10 22:47:07
https://www.linkedin.com/feed/update/urn:li:activity:6654314870311276544,2020-04-10 22:11:43
https://www.linkedin.com/feed/update/urn:li:activity:6632930680194105344,2020-02-17 10:30:57
https://www.linkedin.com/feed/update/urn:li:activity:6621010146179063808,2020-01-09 20:55:27
https://www.linkedin.com/feed/update/urn:li:lyndaCourse:440961,2020-01-03 18:37:14
https://www.linkedin.com/feed/update/urn:li:activity:6615897699139092480,2019-12-27 08:09:34
https://www.linkedin.com/feed/update/urn:li:lyndaCourse:414967,2019-11-16 07:40:39
https://www.linkedin.com/feed/update/urn:li:activity:6597377419898867712,2019-11-06 19:40:02
https://www.linkedin.com/feed/update/urn:li:activity:6582598536750264320,2019-09-30 12:52:36
https://www.linkedin.com/feed/update/urn:li:activity:6581540322730401792,2019-09-30 12:04:30
https://www.linkedin.com/feed/update/urn:li:article:7514337767719580266,2019-09-02 20:14:20
https://www.linkedin.com/feed/update/urn:li:article:8696084306611296906,2019-08-02 14:08:10
https://www.linkedin.com/feed/update/urn:li:article:7860822425813430049,2019-06-05 05:34:01
https://www.linkedin.com/feed/update/urn:li:article:8306300119383268900,2019-04-26 08:26:18
https://www.linkedin.com/feed/update/urn:li:article:8666836895227322920,2019-04-16 10:23:51
https://www.linkedin.com/feed/update/urn:li:article:8962116548844747448,2019-03-24 02:36:13
https://www.linkedin.com/feed/update/urn:li:article:9079543729817319265,2019-03-03 21:48:20
https://www.linkedin.com/feed/update/urn:li:article:7634871582567227405,2019-02-06 19:20:56
https://www.linkedin.com/feed/update/urn:li:article:7819677497638140422,2019-01-31 23:14:02
https://www.linkedin.com/feed/update/urn:li:article:8674534839389150436,2019-01-27 09:17:29
https://www.linkedin.com/feed/update/urn:li:article:8645345341234305158,2019-01-07 14:11:06
https://www.linkedin.com/feed/update/urn:li:article:7119747715586984698,2019-01-04 05:57:49
https://www.linkedin.com/feed/update/urn:li:article:7193728958739275676,2019-01-02 16:49:52
https://www.linkedin.com/feed/update/urn:li:article:7092794670114344148,2018-12-29 21:19:02
https://www.linkedin.com/feed/update/urn:li:article:8381391851644534572,2018-12-28 12:48:06
https://www.linkedin.com/feed/update/urn:li:article:7714554353520464080,2018-12-26 07:50:41
https://www.linkedin.com/feed/update/urn:li:article:8412019067149377444,2018-11-04 22:31:16
https://www.linkedin.com/feed/update/urn:li:article:8624968448401912584,2018-10-29 09:24:48
https://www.linkedin.com/feed/update/urn:li:article:8917027422684810747,2018-10-22 21:28:28
https://www.linkedin.com/feed/update/urn:li:article:8964026739242362960,2018-09-20 04:33:42
https://www.linkedin.com/feed/update/urn:li:article:8455918613113468528,2018-06-11 12:15:31
https://www.linkedin.com/feed/update/urn:li:article:8160521535075073857,2018-04-12 19:36:04
https://www.linkedin.com/feed/update/urn:li:article:7844280245544089377,2018-02-03 20:41:28
https://www.linkedin.com/feed/update/urn:li:article:9162388324779791490,2018-01-27 11:23:52
https://www.linkedin.com/feed/update/urn:li:article:8575055670150400976,2018-01-27 11:19:11
https://www.linkedin.com/feed/update/urn:li:article:8138858733651475985,2018-01-25 07:48:55
https://www.linkedin.com/feed/update/urn:li:article:7863174726123423924,2018-01-06 23:34:47
https://www.linkedin.com/feed/update/urn:li:article:8981630898948082763,2018-01-01 17:33:37
https://www.linkedin.com/feed/update/urn:li:article:8207935691233545899,2017-12-01 11:10:43
https://www.linkedin.com/feed/update/urn:li:article:8279481775493570693,2017-11-28 14:35:05
https://www.linkedin.com/feed/update/urn:li:article:8568248579856110481,2017-09-13 22:28:11
https://www.linkedin.com/feed/update/urn:li:article:7267262450034679326,2017-09-12 19:54:33
https://www.linkedin.com/feed/update/urn:li:article:8810242405920089463,2017-09-02 22:44:15
https://www.linkedin.com/feed/update/urn:li:article:7529443395305644800,2017-07-24 19:56:17
https://www.linkedin.com/feed/update/urn:li:article:6987499719316315908,2017-07-24 19:53:31
https://www.linkedin.com/feed/update/urn:li:article:7461288272676675273,2017-07-15 14:06:53
https://www.linkedin.com/feed/update/urn:li:article:7079590802979529821,2017-07-05 12:32:26
https://www.linkedin.com/feed/update/urn:li:article:7177545616694300925,2017-06-18 13:50:10
https://www.linkedin.com/feed/update/urn:li:article:7805128343993231202,2017-06-05 20:35:17
https://www.linkedin.com/feed/update/urn:li:article:7819280911879090485,2017-05-31 18:41:12
https://www.linkedin.com/feed/update/urn:li:article:7703493562152580117,2017-05-31 05:57:22
https://www.linkedin.com/feed/update/urn:li:article:7913042084041160077,2017-05-30 04:56:00
https://www.linkedin.com/feed/update/urn:li:article:7717660285401301690,2017-05-29 05:52:08
https://www.linkedin.com/feed/update/urn:li:article:7135462111943911636,2017-05-29 04:52:01
https://www.linkedin.com/feed/update/urn:li:article:7506421240133640176,2017-05-27 07:10:43
https://www.linkedin.com/feed/update/urn:li:article:8746924127900273049,2017-05-27 05:47:20
https://www.linkedin.com/feed/update/urn:li:article:7185315049902416213,2017-05-24 13:33:01
https://www.linkedin.com/feed/update/urn:li:article:8027148331192297082,2017-05-18 05:19:29
https://www.linkedin.com/feed/update/urn:li:article:7639811124060363129,2017-05-14 06:33:41
https://www.linkedin.com/feed/update/urn:li:article:7889764086812586781,2017-05-13 21:47:46
https://www.linkedin.com/feed/update/urn:li:article:8935607422714859391,2017-05-12 05:39:03
https://www.linkedin.com/feed/update/urn:li:article:6961082201568258444,2017-05-11 10:56:23
https://www.linkedin.com/feed/update/urn:li:article:9042176439569100667,2017-05-03 11:11:22
https://www.linkedin.com/feed/update/urn:li:article:9147525600240755722,2017-05-03 03:16:55
https://www.linkedin.com/feed/update/urn:li:article:7798625604745200325,2017-04-28 15:10:03
https://www.linkedin.com/feed/update/urn:li:article:8435763375249660799,2017-04-24 05:04:13
https://www.linkedin.com/feed/update/urn:li:article:8828502797201836322,2017-04-24 05:03:46
https://www.linkedin.com/feed/update/urn:li:article:7155265753035250105,2017-04-19 20:05:23
https://www.linkedin.com/feed/update/urn:li:article:7866140401208846518,2017-04-10 13:23:28
https://www.linkedin.com/feed/update/urn:li:article:7265042618776256117,2017-04-10 13:22:23
https://www.linkedin.com/feed/update/urn:li:article:7281665607590010357,2017-04-10 13:19:33
https://www.linkedin.com/feed/update/urn:li:article:6973016260532390290,2017-04-10 13:16:12
https://www.linkedin.com/feed/update/urn:li:article:8881218844074547761,2017-04-02 21:18:41
https://www.linkedin.com/feed/update/urn:li:article:7663039692654719233,2017-04-02 11:43:47
https://www.linkedin.com/feed/update/urn:li:article:7188935052550004507,2017-03-31 04:56:36
https://www.linkedin.com/feed/update/urn:li:article:6923293990877261528,2017-03-31 03:28:54
https://www.linkedin.com/feed/update/urn:li:article:8945162999360957723,2017-03-19 21:27:44
https://www.linkedin.com/feed/update/urn:li:article:8909309520695702900,2017-03-19 18:02:27
https://www.linkedin.com/feed/update/urn:li:article:7014965801223135684,2017-03-01 12:46:25
https://www.linkedin.com/feed/update/urn:li:article:8066515558242716296,2017-02-24 05:57:58
